name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,,match_results
Vanessa Demopoulos,Lil Monster,10,5,0,157.48,52.16,149.86,Orthodox,9/22/1988,3.44,43,5.06,43,0.49,13,30,0.7,,win
Jeff Monson,The Snowman,60,26,1,175.26,112.04,187.96,Orthodox,1/18/1971,0.97,30,2.87,59,1.06,12,66,0.7,,win
Guto Inocente,,7,4,0,190.5,92.99,,Orthodox,5/29/1986,4.13,66,2.92,54,0.67,33,66,0.7,,win
Leo Kuntz,The Lion,18,4,1,177.8,70.31,,Orthodox,10/3/1983,1.68,32,3.8,45,1.99,25,33,0.7,,win
Devin Powell,,9,4,0,182.88,70.31,185.42,Orthodox,3/1/1988,2.88,41,3.67,51,0,0,0,0.6,,win
Marcus LeVesseur,The Prospect,22,7,0,175.26,70.31,177.8,Southpaw,7/17/1982,2.55,64,3.7,37,3.89,36,83,0.6,,win
Vitor Belfort,The Phenom,26,14,0,182.88,83.91,187.96,Southpaw,4/1/1977,1.59,46,2.83,50,1.02,60,53,0.6,,win
Tito Ortiz,The People's Champ,19,12,1,190.5,92.99,187.96,Orthodox,1/23/1975,2.59,46,2.88,60,2.47,35,54,0.6,,win
Francisco Rivera,Cisco,11,7,0,172.72,61.23,177.8,Orthodox,10/8/1981,4.07,41,3.16,68,1.01,63,68,0.6,,win
Jarred Brooks,The Monkey God,13,2,0,160.02,56.7,157.48,Switch,5/2/1993,2.12,46,1.66,62,4.54,57,69,0.6,,win
Diego Nunes,The Gun,19,7,0,167.64,65.77,170.18,Orthodox,11/30/1982,2.72,43,2.59,58,1.18,44,65,0.6,,win
Joseph Benavidez,,28,8,0,162.56,56.7,165.1,Southpaw,7/31/1984,3.52,34,2.67,61,1.41,30,62,0.6,,win
Bryan Battle,Pooh Bear,11,2,0,185.42,77.11,195.58,Orthodox,9/21/1994,4.52,54,3.73,42,0.94,25,45,0.6,,win
Mike Lullo,,8,3,0,172.72,65.77,,Orthodox,7/24/1979,2.48,36,4.84,40,1.18,11,0,0.6,,win
Doug Evans,,13,10,0,175.26,70.31,,Orthodox,10/10/1980,1.79,35,2.55,55,3.19,83,69,0.6,,win
Chris Tuchscherer,The Crowbar,21,4,0,187.96,117.03,193.04,Orthodox,9/8/1975,1.35,31,3.17,47,1.19,18,0,0.6,,win
Yoshihisa Yamamoto,,14,25,1,187.96,99.79,,Southpaw,7/4/1970,1.65,38,3.05,53,1,20,50,0.6,,loss
Jessica Penne,,14,8,0,165.1,52.16,170.18,Orthodox,1/30/1983,2.52,31,4.75,46,1.32,21,36,0.6,,win
Geane Herrera,La Pulga,9,3,0,165.1,56.7,167.64,Orthodox,5/27/1990,1.51,31,5.07,52,0.83,37,38,0.6,,win
Nick Aguirre,Slick,7,2,0,175.26,61.23,187.96,Southpaw,1/15/1996,0.73,33,2.89,45,1.16,20,33,0.6,,win
Julia Polastri,The Dragon,12,3,0,157.48,52.16,160.02,Orthodox,3/5/1998,6.19,52,5.11,62,0.62,100,42,0.6,,win
Joe Riggs,Diesel,44,17,0,182.88,83.91,177.8,Southpaw,9/23/1982,2.41,51,1.69,57,2.45,55,62,0.6,,win
Kazuyuki Fujita,Ironhead,15,12,0,182.88,106.59,,Orthodox,10/16/1970,1.05,49,1.99,52,2.78,36,85,0.6,,win
Jonathan Goulet,The Road Warrior,23,12,0,182.88,77.11,185.42,Orthodox,7/13/1979,1.61,41,2.01,46,4.17,70,45,0.6,,win
Ebenezer Fontes Braga,Pitbull,13,7,2,182.88,90.26,,Orthodox,4/14/1969,2.42,50,0.42,71,0,0,90,0.6,,win
Luigi Vendramini,The Italian Stallion,9,3,0,172.72,70.31,185.42,Orthodox,1/16/1996,2.82,40,3.82,57,1.11,15,100,0.6,,win
Jeka Saragih,,14,3,0,172.72,65.77,175.26,Orthodox,1/1/1995,2.76,50,2.84,40,2.37,100,66,0.6,,win
Clay Guida,The Carpenter,38,21,0,170.18,70.31,177.8,Orthodox,12/8/1981,2.64,33,3.01,61,3.13,36,67,0.6,,win
Chepe Mariscal,Machine Gun,15,6,1,170.18,65.77,175.26,Orthodox,10/27/1992,4.67,53,3.95,52,3.22,38,100,0.6,,win
Phil Davis,Mr. Wonderful,17,4,0,187.96,92.99,200.66,Orthodox,9/25/1984,2.85,34,1.33,72,2.99,38,72,0.6,,win
Kalib Starnes,,17,11,1,190.5,83.91,187.96,Orthodox,1/6/1975,2.71,48,4.43,53,1.46,33,25,0.6,,win
Kazuhiro Nakamura,Kaz,21,13,0,180.34,92.99,177.8,Orthodox,7/16/1979,1.56,37,1.83,59,1.73,36,42,0.6,,win
Phillip Miller,,16,0,0,180.34,83.91,,Orthodox,2/20/1979,1.61,54,1.93,50,3.62,25,100,0.6,,win
Edgar Garcia,,14,5,0,177.8,77.11,180.34,Orthodox,2/22/1984,3.16,29,4.23,60,2.21,57,50,0.6,,win
Kuniyoshi Hironaka,,23,9,0,177.8,76.2,177.8,Orthodox,6/17/1976,1.98,40,3.01,54,1.91,30,25,0.6,,win
Raquel Pennington,Rocky,15,9,0,170.18,61.23,170.18,Orthodox,9/5/1988,4.02,50,3.34,62,0.93,27,63,0.6,,win
Kyler Phillips,The Matrix,11,2,0,172.72,61.23,182.88,Orthodox,6/12/1995,5.36,46,3.36,61,2.87,46,70,0.6,,win
Chan Sung Jung,The Korean Zombie,17,8,0,170.18,65.77,182.88,Orthodox,3/17/1987,3.93,41,4.52,52,0.7,44,72,0.6,,win
Crosley Gracie,,2,2,0,175.26,86.18,,Orthodox,7/18/1979,1.69,37,1.54,60,3.46,85,50,0.6,,draw
Igor Araujo,,25,9,0,185.42,77.11,195.58,Orthodox,12/6/1980,1.52,42,2.86,49,0.86,15,22,0.6,,win
Shanna Young,The Shanimal,9,6,0,170.18,56.7,165.1,Orthodox,2/20/1991,3.18,47,4.88,43,0,0,53,0.6,,win
Kailin Curran,,4,5,0,162.56,52.16,165.1,Orthodox,4/11/1991,3.89,43,4.75,53,2,57,61,0.6,,loss
Mark Munoz,The Filipino Wrecking Machine,14,6,0,182.88,83.91,180.34,Orthodox,2/9/1978,3.12,51,2.26,57,3.17,29,57,0.6,,win
Derek Brunson,The One,23,9,0,185.42,83.91,195.58,Southpaw,1/4/1984,3.51,47,3.05,51,3.14,33,85,0.6,,win
Michel Prazeres,Tractor,26,4,0,167.64,77.11,170.18,Orthodox,7/25/1981,2.38,47,2.51,57,3.94,36,47,0.6,,win
TJ Grant,,21,5,0,177.8,70.31,182.88,Orthodox,2/26/1984,3.95,54,3.21,56,1.63,43,36,0.6,,win
Ashley Yoder,SpiderMonkey,8,9,0,170.18,52.16,175.26,Southpaw,10/20/1987,3.42,39,4.13,47,1.09,27,66,0.6,,loss
Jake Collier,The Prototype,13,10,0,190.5,104.33,198.12,Orthodox,10/25/1988,5.8,44,5.08,50,0.71,33,67,0.6,,win
Aspen Ladd,,9,3,0,167.64,61.23,167.64,Orthodox,3/1/1995,3.78,47,4.65,47,1.56,47,62,0.6,,win
Patricio Freire,Pitbull,26,4,0,165.1,65.77,165.1,,,2.84,41,4.43,60,0.6,18,94,0.6,,win
Payton Talbott,,7,0,0,177.8,61.23,177.8,Switch,9/9/1998,6.66,51,3.12,51,0,0,88,0.6,,win
John Lineker,Hands of Stone,31,9,0,160.02,61.23,170.18,Orthodox,6/12/1990,5.36,40,4.27,56,0.56,58,67,0.6,,win
Philip De Fries,,12,6,0,195.58,113.4,200.66,Orthodox,4/21/1986,2.3,47,3,37,3.29,42,100,0.6,,win
Davi Ramos,Tasmanian Devil,10,4,0,167.64,70.31,177.8,Orthodox,11/5/1986,2.64,37,3.44,56,1.95,40,83,0.6,,win
Edmen Shahbazyan,The Golden Boy,12,4,0,187.96,83.91,190.5,Orthodox,11/20/1997,3.46,51,4.13,43,2.17,39,63,0.6,,win
Brian Rogers,The Professional Predator,14,9,0,180.34,83.91,,,,4.79,38,5.76,58,1.22,50,100,0.6,,win
Victor Henry,La Mangosta,23,6,0,170.18,61.23,172.72,Switch,5/4/1987,8.26,54,5.95,47,0,0,78,0.6,,win
Fernie Garcia,,10,4,0,170.18,61.23,170.18,Orthodox,4/12/1992,1.8,34,2.69,50,0.32,50,47,0.6,,win
Brendan O'Reilly,Badger,6,3,0,170.18,77.11,175.26,Orthodox,6/24/1987,1.9,47,2.77,39,2.22,43,36,0.6,,win
Dong Hyun Kim,Stun Gun,22,4,1,187.96,77.11,193.04,Southpaw,11/17/1981,2.12,49,1.89,58,2.93,43,71,0.6,,win
Edwin Figueroa,El Feroz,9,5,0,170.18,61.23,175.26,Orthodox,7/31/1984,2.57,39,3.06,51,0.2,100,37,0.6,,win
Damian Stasiak,Webster,10,6,0,165.1,61.23,177.8,Orthodox,2/20/1990,1.86,36,3.1,52,2.64,35,43,0.6,,win
Julian Erosa,Juicy J,28,12,0,185.42,65.77,187.96,Southpaw,7/31/1989,6.22,48,6.35,47,1.66,46,61,0.6,,win
Hiromitsu Miura,,12,7,0,175.26,77.11,180.34,Orthodox,9/22/1981,2.12,34,2.12,58,2.23,50,69,0.6,,win
Stevie Ray,Braveheart,23,9,0,177.8,70.31,177.8,Southpaw,3/25/1990,3.73,44,2.93,54,0.75,46,55,0.6,,win
Wanderlei Silva,The Axe Murderer,35,13,1,180.34,92.99,187.96,Orthodox,7/3/1976,2.79,40,2.19,60,0.97,53,62,0.6,,win
Rose Namajunas,Thug,12,6,0,165.1,56.7,165.1,Orthodox,6/29/1992,3.68,40,3.53,62,1.49,48,60,0.6,,win
Mike Swick,Quick,15,6,0,185.42,77.11,195.58,Orthodox,6/19/1979,2.36,37,2.29,54,1.06,50,61,0.6,,win
Dhiego Lima,,17,9,0,187.96,77.11,190.5,Orthodox,1/31/1989,3.12,39,3.88,58,1.26,34,73,0.6,,win
Jake Matthews,The Celtic Kid,19,7,0,180.34,77.11,185.42,Orthodox,8/19/1994,3.3,45,2.56,60,1.59,40,62,0.6,,win
Andrea Lee,KGB,13,8,0,167.64,56.7,175.26,Orthodox,2/11/1989,4.91,47,3.69,63,1.84,57,54,0.6,,win
Jose Quinonez,Teco,9,5,0,172.72,61.23,175.26,Southpaw,7/28/1990,3.6,45,3,64,2.7,47,42,0.6,,win
Diego Brandao,DB,22,11,0,170.18,65.77,162.56,Orthodox,5/27/1987,2.94,47,3.38,62,3.21,68,80,0.6,,win
Ketlen Vieira,Fenomeno,14,3,0,172.72,61.23,172.72,Orthodox,8/26/1991,3.04,41,3.92,51,1.51,44,92,0.6,,win
Ivan Jorge,Batman,27,7,0,175.26,70.31,185.42,Orthodox,11/7/1980,3.41,49,2.91,59,1.56,16,75,0.6,,win
Lavar Johnson,Big,18,10,0,193.04,108.86,208.28,Orthodox,6/11/1977,5.39,55,2.54,55,0.61,66,54,0.6,,win
Ken Stone,,11,4,0,172.72,61.23,180.34,Southpaw,10/8/1982,3.85,49,2.9,48,1.24,33,60,0.6,,win
Francis Carmont,Limitless,25,12,0,190.5,92.99,198.12,Orthodox,10/11/1981,2.22,42,1.64,59,1.79,36,73,0.6,,win
Lukasz Brzeski,The Bull,8,4,1,193.04,107.05,198.12,Orthodox,5/17/1992,5.08,48,3.46,57,0.64,50,42,0.6,,win
Hatsu Hioki,,29,10,2,180.34,65.77,185.42,Orthodox,7/18/1983,2.42,42,2.12,65,2.55,56,54,0.6,,win
Zak Cummings,,25,7,0,182.88,92.99,190.5,Southpaw,8/2/1984,2.96,35,2.91,55,0.62,28,66,0.6,,win
Albert Duraev,,16,5,0,180.34,83.91,190.5,Orthodox,1/5/1989,2.99,40,3.01,59,1.97,29,66,0.6,,win
Melquizael Costa,Melk Cauthy,20,6,0,177.8,70.31,180.34,Southpaw,9/14/1996,5.11,45,2.53,64,1.87,37,42,0.6,,win
Arlene Blencowe,Angerfist,9,6,0,165.1,65.77,,,,2.31,43,2.1,43,0,0,55,0.6,,win
Kevin Jordan,The Shaman,11,9,0,190.5,111.13,,Orthodox,12/31/1970,2,40,1.91,55,0,0,77,0.6,,win
Johil de Oliveira,,17,15,1,167.64,77.11,,Orthodox,,0.51,34,0.73,58,1.1,50,44,0.6,,win
Fabio Maldonado,Caipira de Aco,23,11,0,185.42,92.99,190.5,Orthodox,3/17/1980,5.29,58,4.31,53,0.44,57,61,0.6,,win
Sumudaerji,The Tibetan Eagle,16,5,0,172.72,56.7,182.88,Southpaw,1/20/1996,4.83,54,2.75,62,0.32,100,66,0.6,,win
Henry Briones,Bure,16,8,1,172.72,61.23,175.26,Orthodox,10/22/1980,3.47,42,4.68,53,0,0,52,0.6,,win
Rafael Dos Anjos,,32,15,0,172.72,77.11,177.8,Southpaw,10/26/1984,3.52,47,3.19,60,2.01,35,56,0.6,,win
Alex Oliveira,Cowboy,22,12,1,180.34,77.11,193.04,Orthodox,2/21/1988,2.99,51,2.55,46,2.35,38,63,0.6,,win
Wilson Reis,,23,10,0,162.56,56.7,165.1,Southpaw,1/6/1985,1.83,29,3.04,55,5.15,42,47,0.6,,win
Alexa Grasso,,16,3,1,165.1,56.7,167.64,Orthodox,8/9/1993,4.67,43,3.95,58,0.41,45,59,0.6,,win
Jose Johnson,Lobo Solitario,16,8,0,182.88,61.23,180.34,Orthodox,5/20/1995,2.8,60,1.73,55,0.62,50,36,0.6,,win
Michel Pereira,Demolidor,29,11,0,185.42,83.91,185.42,Orthodox,10/6/1993,5.09,53,3.74,58,1.56,55,94,0.6,,win
Aaron Phillips,The Dragon,12,5,0,175.26,61.23,180.34,Southpaw,8/5/1989,1.51,53,3.66,43,0.86,50,44,0.6,,win
Luan Lacerda,,12,3,0,170.18,61.23,180.34,Orthodox,1/7/1993,4.52,44,7.07,47,1.26,25,75,0.6,,win
Mac Danzig,,21,12,1,172.72,70.31,177.8,Orthodox,1/2/1980,3.39,48,3.44,57,1.2,37,46,0.6,,win
Bibiano Fernandes,,20,3,0,170.18,63.05,,Orthodox,3/30/1980,2.91,40,2.02,72,3.97,53,77,0.6,,win
Jussier Formiga,,23,8,0,165.1,56.7,170.18,Orthodox,4/14/1985,1.42,39,2.34,64,1.82,35,87,0.6,,win
Mike Brown,,26,9,0,167.64,65.77,177.8,Orthodox,9/8/1975,2.98,44,2.45,60,3.23,40,66,0.6,,win
Jacob Rosales,The Lil Badger,13,7,0,180.34,70.31,187.96,Orthodox,7/28/1995,7.19,46,10.66,44,1.12,18,50,0.6,,win
Lisa Ellis,,15,11,0,162.56,52.16,,,,1.68,48,2.32,57,4.19,63,50,0.6,,win
Kazuo Misaki,Hitman,25,11,2,172.72,83.01,,Orthodox,4/25/1976,2.85,40,2.74,63,0.72,38,51,0.6,,win
Anthony Johnson,Rumble,22,6,0,187.96,92.99,198.12,Orthodox,3/6/1984,3.25,47,1.83,60,2.43,57,77,0.6,,win
Sage Northcutt,Super,11,2,0,182.88,77.11,180.34,Orthodox,3/1/1996,3.58,52,1.96,58,1.81,34,41,0.6,,win
Martin Day,The Spartan,8,6,0,177.8,65.77,185.42,Orthodox,11/10/1988,3.97,45,3.79,53,0.72,60,65,0.5,,win
Mana Martinez,ManaBoi,10,4,0,177.8,61.23,177.8,Orthodox,3/25/1996,4.33,48,4.94,50,0.72,42,25,0.5,,win
Taylor Lapilus,Double Impact,19,3,0,167.64,61.23,185.42,Southpaw,4/8/1992,4.18,47,2.27,62,0.45,40,81,0.5,,win
Eddie Alvarez,,29,6,0,175.26,70.31,175.26,Orthodox,1/11/1984,4.32,41,4.39,55,2.92,36,92,0.5,,win
Tom DeBlass,,9,2,0,182.88,83.91,,Orthodox,5/14/1982,1.5,35,4.43,37,1,50,28,0.5,,win
Pearl Gonzalez,,6,3,0,162.56,52.16,,Orthodox,8/12/1986,2.23,37,4.07,57,1.04,11,0,0.5,,win
Mike Rhodes,Biggie,10,5,0,185.42,77.11,187.96,Orthodox,12/4/1989,3.2,39,4.13,64,0.96,33,75,0.5,,win
Randy Couture,The Natural,19,11,0,185.42,92.99,190.5,Orthodox,6/22/1963,2.85,57,1.53,59,2.78,46,58,0.5,,win
Gilbert Burns,Durinho,22,6,0,177.8,77.11,180.34,Orthodox,7/20/1986,3.36,48,3.34,54,1.95,35,47,0.5,,win
Parker Porter,,14,9,0,182.88,120.2,190.5,Orthodox,4/22/1985,6.55,50,6.32,51,1.35,26,66,0.5,,win
Randy Brown,Rudeboy,17,5,0,190.5,77.11,198.12,Orthodox,7/8/1990,4.38,47,3.33,54,0.8,39,74,0.5,,win
Alex White,The Spartan,13,6,0,182.88,70.31,180.34,Southpaw,10/22/1988,3.76,42,3.07,60,0.92,28,71,0.5,,win
Tainara Lisboa,Thai Panther,7,2,0,170.18,61.23,170.18,Orthodox,3/2/1991,2.05,50,1.4,54,2.05,40,70,0.5,,win
Anthony Birchak,El Toro,16,8,0,172.72,61.23,175.26,Orthodox,5/16/1986,3.93,36,3.67,56,0.48,14,61,0.5,,win
Oli Thompson,,17,10,0,185.42,109.77,,Orthodox,1/2/1980,1.66,46,5.31,46,0,0,50,0.5,,win
Gregory Rodrigues,Robocop,14,5,0,190.5,83.91,190.5,Orthodox,2/17/1992,5.99,55,5.67,51,2.4,50,100,0.5,,win
Olivier Aubin-Mercier,The Canadian Gangster,11,5,0,175.26,70.31,177.8,Southpaw,2/23/1989,2.48,51,2.97,55,2.36,33,70,0.5,,win
Rodolfo Bellato,Trator,12,2,0,190.5,92.99,195.58,Orthodox,2/5/1996,6.47,61,5.9,44,1.09,25,100,0.5,,win
Marcel Fortuna,,9,3,0,185.42,92.99,187.96,Orthodox,10/22/1985,3.83,46,4.52,64,0.45,8,75,0.5,,win
Scott Smith,Hands of Steel,18,11,0,182.88,83.91,177.8,Orthodox,5/21/1979,1.9,27,5.87,50,0.12,6,58,0.5,,win
Motonobu Tezuka,,28,12,7,170.18,61.23,,Southpaw,8/29/1987,0.87,23,2.8,51,1.5,11,0,0.5,,win
Felipe Colares,Cabocao,10,4,0,172.72,65.77,175.26,Orthodox,3/31/1994,2.17,45,4.65,36,1.88,24,43,0.5,,win
Pedro Munhoz,The Young Punisher,20,8,0,167.64,61.23,165.1,Orthodox,9/7/1986,5.45,43,6.14,56,0.47,19,82,0.5,,win
Esteban Ribovics,El Gringo,12,1,0,177.8,70.31,175.26,Orthodox,4/27/1996,6.16,52,3.4,52,0.95,66,60,0.5,,win
Phil Baroni,The New York Bad Ass,15,18,0,175.26,77.11,182.88,Orthodox,4/16/1976,2.77,45,3.93,40,1.46,47,60,0.5,,loss
Justin Scoggins,,11,5,0,170.18,56.7,167.64,Southpaw,5/2/1992,3.56,51,2.16,55,3.42,63,82,0.5,,win
Cory McKenna,Poppins,8,2,0,160.02,52.16,147.32,Orthodox,7/11/1999,3.01,40,3.22,48,2.04,56,71,0.5,,win
Clay Collard,Cassius,14,7,0,180.34,65.77,185.42,Orthodox,3/10/1993,4.22,32,5,50,2.81,39,71,0.5,,win
Jorge Gurgel,,14,10,0,170.18,70.31,175.26,Orthodox,1/25/1977,3.37,32,3.62,62,0.81,23,60,0.5,,win
Marcos Rogerio de Lima,Pezao,21,10,1,185.42,114.76,190.5,Orthodox,6/25/1985,3.61,56,2.96,51,1.34,47,59,0.5,,win
Molly McCann,Meatball,13,6,0,162.56,56.7,157.48,Orthodox,5/4/1990,5.68,49,4.9,63,1.65,35,43,0.5,,win
BJ Penn,The Prodigy,16,14,2,175.26,70.31,177.8,Orthodox,12/13/1978,2.76,48,3.2,56,1.19,55,74,0.5,,win
Danny Downes,,8,3,0,182.88,70.31,182.88,Orthodox,4/8/1986,1.66,34,3.53,37,0,0,37,0.5,,win
Paul Taylor,Relentless,11,6,1,182.88,70.31,182.88,Orthodox,12/15/1979,4.44,47,4.47,55,0.27,25,56,0.5,,win
Gadzhi Omargadzhiev,,13,2,0,185.42,77.11,180.34,Switch,2/24/1993,1.8,39,2.2,39,1.35,30,60,0.5,,win
Brandon Moreno,The Assassin Baby,21,7,2,170.18,56.7,177.8,Orthodox,12/7/1993,3.8,43,3.4,56,1.73,45,64,0.5,,win
Vince Cachero,The Anomaly,7,4,0,167.64,65.77,172.72,Orthodox,11/7/1989,3.29,45,6.51,43,0,0,18,0.5,,win
Dongi Yang,The Ox,13,3,0,177.8,83.91,185.42,Southpaw,12/7/1984,3.55,51,3.21,63,1.7,41,61,0.5,,win
Hitomi Akano,Girlfight Monster,18,10,0,162.56,61.23,,Southpaw,7/27/1974,0.59,45,2.58,55,0,0,8,0.5,,win
Megan Anderson,,11,5,0,182.88,65.77,182.88,Orthodox,2/11/1990,1.76,46,3.35,37,0.52,25,53,0.5,,win
Jacob Malkoun,Mamba,7,3,0,175.26,83.91,185.42,Orthodox,8/26/1995,3.89,56,2.49,50,7.2,44,0,0.5,,win
Hacran Dias,Barnabe,23,6,1,172.72,70.31,175.26,Orthodox,6/16/1984,2.08,41,3.31,55,2.5,39,76,0.5,,win
Shungo Oyama,,14,19,0,180.34,83.91,,Southpaw,4/11/1974,0.64,25,1.96,57,1.07,57,62,0.5,,loss
Jarno Errens,,13,5,1,180.34,65.77,185.42,Orthodox,11/17/1994,1.67,38,2.93,52,0,0,33,0.5,,win
Brock Lesnar,,5,3,0,190.5,120.2,205.74,Orthodox,7/12/1977,3.53,72,2.11,50,3.9,55,60,0.5,,win
Michael Trizano,The Lone Wolf,11,3,0,180.34,65.77,180.34,Orthodox,12/31/1991,3.63,53,4.4,50,0.36,66,72,0.5,,win
Emily Whitmire,Spitfire,4,5,0,165.1,56.7,160.02,Orthodox,5/24/1991,2.5,31,2.98,54,1.9,66,70,0.5,,loss
Antonio Braga Neto,,9,3,0,190.5,83.91,195.58,Orthodox,10/29/1987,1.36,33,3.92,45,3.07,37,0,0.5,,win
Zarrukh Adashev,The Lion,4,4,0,165.1,56.7,165.1,Southpaw,7/29/1992,3.65,40,3.04,64,0,0,100,0.5,,draw
Sammy Morgan,The Squeeze,18,12,0,177.8,77.11,,Orthodox,9/28/1981,1.05,22,3.74,40,1.43,20,0,0.5,,win
Bernardo Magalhaes,Trekko,13,4,0,175.26,70.31,,Orthodox,4/8/1981,1.8,27,3.37,68,0,0,0,0.5,,win
Caol Uno,Uno Shoten,33,19,5,170.18,70.31,177.8,Southpaw,5/8/1975,1.91,49,1.9,50,1.95,31,37,0.5,,win
Matthew Riddle,Deep Waters,8,3,0,185.42,77.11,193.04,Southpaw,1/14/1986,3.01,42,2.74,54,3.51,50,89,0.5,,win
Shuya Kamikubo,Stealth,13,2,1,165.1,61.23,172.72,Switch,4/12/1993,3.83,54,4.9,47,1.5,15,0,0.5,,win
Charles Jourdain,Air,15,6,1,175.26,65.77,175.26,Switch,11/27/1995,5.71,49,4.21,58,0.1,16,47,0.5,,win
Leonard Garcia,Bad Boy,18,13,1,177.8,65.77,172.72,Orthodox,7/14/1979,2.77,24,4.79,52,0.3,26,42,0.5,,win
Igor Vovchanchyn,Ice Cold,55,10,0,172.72,92.99,,Orthodox,8/6/1973,1.59,49,0.97,63,1.19,66,50,0.5,,win
Gabriel Silva,,8,2,0,167.64,61.23,180.34,Orthodox,8/26/1994,1.3,34,3.47,45,1.5,25,38,0.5,,win
SangHoon Yoo,Assassin,8,2,0,182.88,77.11,187.96,Orthodox,1/18/1990,4.83,65,6.11,40,0.53,100,69,0.5,,win
Kevin Croom,Crash,21,15,0,180.34,61.23,185.42,Orthodox,7/15/1987,2.65,34,3.1,41,0.48,5,30,0.5,,win
Matt Grice,The Real One,15,5,0,172.72,65.77,177.8,Orthodox,7/29/1981,4.09,53,2.69,56,2.19,37,82,0.5,,win
Caio Borralho,The Natural,15,1,0,177.8,83.91,190.5,Southpaw,1/16/1993,2.73,58,1.98,60,2.16,63,57,0.5,,win
Karl Roberson,Baby K,9,6,0,185.42,92.99,187.96,Southpaw,10/4/1990,2.57,51,2.42,57,0.72,40,42,0.5,,win
Spike Carlyle,Alpha Ginger,9,3,0,172.72,65.77,180.34,Switch,5/6/1993,2.55,54,3.85,30,3.34,36,57,0.5,,win
Tom Niinimaki,Stoneface,22,8,1,175.26,65.77,175.26,Orthodox,7/25/1982,1.91,54,2.31,58,2.97,46,33,0.5,,win
Nick Pace,,8,3,0,170.18,61.23,172.72,Orthodox,4/17/1987,1.48,34,3.14,57,2.52,43,54,0.5,,win
John Salter,,14,3,0,185.42,83.91,187.96,Southpaw,3/21/1985,1.68,32,1.68,68,2.85,46,66,0.5,,win
Rafael Rebello,Rafinha,9,4,0,165.1,61.23,170.18,Orthodox,10/16/1980,2.19,32,3.29,58,2.82,33,75,0.5,,win
Chris Camozzi,,24,13,0,187.96,83.91,190.5,Orthodox,11/20/1986,3.57,44,2.96,56,0.27,19,57,0.5,,win
Bart Palaszewski,Bartimus,36,17,0,175.26,65.77,177.8,Orthodox,5/30/1983,2.67,32,3.97,57,0.65,31,53,0.5,,win
Sean Woodson,The Sniper,10,1,1,187.96,65.77,198.12,Orthodox,6/7/1992,5.41,46,4,57,0.71,80,83,0.5,,win
Nobuhiro Obiya,,12,5,1,172.72,65.77,,Orthodox,1/15/1981,0.63,28,2.53,55,0.5,50,41,0.5,,win
Ciryl Gane,Bon Gamin,12,2,0,193.04,111.13,205.74,Orthodox,4/12/1990,5.49,60,2.19,63,0.58,21,50,0.5,,win
Miranda Maverick,Fear The,14,5,0,160.02,56.7,165.1,Southpaw,7/1/1997,3.71,46,2.62,59,2.41,48,42,0.5,,win
Lucas Martins,Mineiro,19,3,0,182.88,65.77,182.88,Southpaw,11/11/1988,2.87,35,4.14,60,0,0,76,0.5,,win
Renan Barao,The Baron,34,9,0,167.64,65.77,177.8,Orthodox,1/31/1987,3.78,36,3.9,57,1.49,41,91,0.5,,win
Hernani Perpetuo,,18,5,0,182.88,77.11,,Orthodox,5/24/1985,2.73,29,4.37,55,0,0,37,0.5,,win
James Zikic,The Messenger,21,10,2,187.96,92.99,,Orthodox,3/1/1977,1.47,35,1.6,44,0.5,25,74,0.5,,win
Mario Sousa,Coracao Valente,15,3,0,190.5,83.91,200.66,Orthodox,10/20/1996,2.82,50,2.99,28,0.52,25,37,0.5,,win
Yuki Kondo,,60,33,9,180.34,83.01,,Southpaw,7/17/1975,1.14,42,2.57,51,0.76,41,37,0.5,,win
Jacob Kilburn,The Killer,8,4,0,175.26,65.77,182.88,Orthodox,6/28/1995,2.56,33,6.78,35,0.51,5,20,0.5,,win
Talita Bernardo,,6,4,0,162.56,61.23,172.72,Orthodox,3/4/1987,3.12,42,4.04,55,1.62,22,28,0.5,,win
Yoshihiro Nakao,Kiss,9,3,0,182.88,99.79,,Southpaw,6/25/1972,1.73,35,2.06,64,2.69,46,0,0.5,,win
Maria Silva,Viuva Negra,8,1,0,160.02,52.16,162.56,Orthodox,12/19/1995,3,57,1.13,62,2,100,55,0.5,,win
Nick Catone,The Jersey Devil,10,4,0,182.88,83.91,182.88,Southpaw,9/1/1981,2.11,44,2.32,63,3.71,44,83,0.5,,win
Julio Paulino,The Dominican Demon,23,5,0,182.88,77.11,,Orthodox,12/4/1975,0.97,27,1.87,48,0,0,37,0.5,,win
Roger Huerta,El Matador,23,9,1,175.26,70.31,177.8,Orthodox,5/20/1983,3.64,36,2.33,56,2.13,46,52,0.5,,win
Saad Awad,Assassin,20,9,0,180.34,70.31,,,,2.13,26,1.87,60,0.5,16,100,0.5,,win
Yushin Okami,Thunder,34,12,0,187.96,77.11,190.5,Southpaw,7/21/1981,2.06,38,2.25,60,1.98,39,84,0.5,,win
Natan Levy,Lethal,8,1,0,175.26,70.31,180.34,Southpaw,9/30/1991,4.01,51,3.52,58,5.37,57,41,0.5,,win
