wins,losses,draws,height_cm,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,match_results
0,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
10,5,0,177.8,182.88,Orthodox,2.28,47,2.13,59,0.74,37,75,0,win
2,0,0,185.42,182.88,Orthodox,3.42,67,0.45,46,1.94,100,100,0,loss
26,18,0,175.26,182.88,Switch,0,0,0,0,0,0,0,0,win
1,4,0,178.2343247,182.88,Orthodox,1.09,50,7.64,50,0,0,0,0,win
12,5,0,170.18,172.72,Southpaw,1.82,29,1.97,59,0,0,0,0,loss
10,2,0,172.72,182.88,Orthodox,0,0,0,0,0,0,0,0,win
2,6,0,193.04,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
12,7,0,182.88,182.88,Orthodox,1.3,54,4.98,47,3.25,100,0,0,win
1,2,0,175.26,182.88,Orthodox,4.4,67,0.53,50,0,0,50,0,loss
12,8,0,185.42,193.04,Orthodox,3.69,42,3.8,61,3,34,91,0,win
0,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
26,11,0,167.64,167.64,Orthodox,1.47,52,1.67,37,1,33,84,0,win
9,6,0,175.26,182.88,Orthodox,3.4,31,2.3,47,1.5,50,0,0,win
10,8,2,177.8,182.88,Orthodox,0,0,12,50,0,0,0,0,win
11,7,0,177.8,177.8,Orthodox,2.46,32,3.5,54,0.47,33,69,0,loss
10,4,0,177.8,182.88,Orthodox,2.45,60,3.59,26,0,0,0,0,win
0,3,0,178.2343247,182.88,Orthodox,1.94,33,4.52,46,19.35,50,100,0,loss
10,6,0,175.26,180.34,Switch,1.99,40,8.09,51,0,0,0,0,loss
2,3,0,165.1,182.88,Orthodox,3.03,50,0.67,75,2.53,16,100,0,win
7,8,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
14,4,0,187.96,190.5,Orthodox,1.16,60,1.35,26,1.45,50,50,0,win
8,3,0,175.26,182.88,Orthodox,2.33,46,2.93,53,1,16,100,0,loss
5,4,0,178.2343247,182.88,Orthodox,4.93,51,2.07,69,1,33,0,0,win
10,12,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,3,0,182.88,198.12,Orthodox,1.94,33,2.49,58,1.94,100,60,0,win
8,4,0,187.96,187.96,Orthodox,2.5,42,4.57,51,4.69,20,100,0,win
20,15,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
15,8,0,170.18,172.72,Orthodox,6.59,42,6.43,51,0.97,62,69,0,win
4,0,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
19,7,0,180.34,182.88,Open Stance,0.67,16,0,0,0,0,0,0,win
0,2,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
6,0,0,175.26,187.96,Orthodox,4.07,70,2.93,50,0,0,91,0,win
7,0,0,167.64,182.88,Orthodox,4.15,37,1.53,80,0,0,100,0,win
30,16,0,180.34,187.96,Southpaw,3.85,47,4.67,59,0.65,64,65,0,win
10,4,0,187.96,195.58,Orthodox,3.95,51,3.67,60,0.71,50,45,0,win
15,9,0,195.58,193.04,Orthodox,3.91,65,3.02,45,2.62,42,78,0,win
10,7,0,170.18,170.18,Switch,3.71,46,3.9,44,2.83,52,58,0,win
10,2,0,167.64,180.34,Orthodox,2,38,6.25,26,1.47,14,40,0,loss
6,5,0,162.56,157.48,Orthodox,1.57,54,3.13,33,3.91,100,50,0,win
1,2,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
17,1,0,160.02,162.56,Orthodox,1.51,53,4.15,33,0,0,66,0,win
14,4,0,175.26,175.26,Southpaw,2.33,46,1.99,62,1.9,30,45,0,win
6,1,0,178.2343247,182.88,Orthodox,0.82,50,3.84,58,0,0,0,0,win
6,1,0,170.18,167.64,Orthodox,3.97,62,3.53,57,0.5,25,70,0,win
8,4,0,170.18,180.34,Orthodox,2.08,32,2.12,63,2.32,58,66,0,win
12,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
6,3,0,182.88,182.88,Orthodox,8.2,50,13,45,0,0,0,0,loss
9,2,0,185.42,180.34,Southpaw,5.64,60,3.18,58,0.4,100,46,0,win
0,2,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
17,1,0,185.42,182.88,Orthodox,0.87,41,3.14,49,1,33,0,0,win
10,7,0,178.2343247,182.88,Orthodox,2.91,61,2.55,46,0,0,75,0,win
9,7,0,175.26,182.88,Orthodox,3.79,41,2.5,74,0.45,50,71,0,win
30,18,11,165.1,182.88,Orthodox,0.14,33,4.68,30,0,0,0,0,loss
14,5,0,177.8,180.34,Orthodox,1.47,46,1.73,48,5,21,0,0,win
0,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
18,13,0,190.5,195.58,Southpaw,1.34,47,6.85,22,2.51,50,100,0,win
18,21,0,180.34,182.88,Orthodox,0.17,100,0.34,0,0,0,66,0,win
9,5,2,172.72,172.72,Orthodox,3.06,32,2.99,70,2.07,50,80,0,win
10,6,0,198.12,205.74,Orthodox,3.6,44,3.84,46,0.79,43,60,0,win
9,2,0,182.88,182.88,Orthodox,4.09,55,11.73,51,0,0,0,0,win
14,7,0,170.18,182.88,Orthodox,2.5,60,1.92,47,5.76,100,100,0,win
5,2,0,195.58,182.88,Orthodox,1.4,42,13.31,21,0,0,0,0,win
1,0,0,157.48,182.88,Orthodox,3.24,56,2.01,57,1.68,100,100,0,loss
9,7,1,172.72,175.26,Orthodox,3.04,37,4.47,52,0.3,20,68,0,win
2,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
19,5,0,190.5,190.5,Southpaw,5.59,56,6.56,41,0,0,57,0,win
0,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
11,0,0,177.8,182.88,Switch,0,0,0,0,0,0,0,0,win
1,4,0,170.18,182.88,Orthodox,0,0,0,0,0,0,0,0,win
6,1,0,182.88,182.88,Orthodox,3.68,41,5.97,50,0.84,12,60,0,win
9,6,0,170.18,172.72,Southpaw,4.86,32,15.48,28,0,0,0,0,win
10,6,0,170.18,182.88,Orthodox,1.95,39,2.89,57,1.77,18,50,0,loss
23,11,3,170.18,182.88,Orthodox,1.33,21,3,60,0,0,0,0,win
4,5,0,172.72,182.88,Orthodox,2.95,36,3.53,68,2.16,33,57,0,win
15,5,0,172.72,172.72,Orthodox,6.18,57,4.96,52,0.21,50,65,0,win
19,7,1,185.42,182.88,Orthodox,2.86,43,5.66,49,0.82,25,50,0,win
4,1,0,170.18,170.18,Orthodox,1.1,60,2.45,49,3.38,81,0,0,win
11,2,1,193.04,193.04,Orthodox,7.09,73,1.55,51,4.09,75,0,0,win
12,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
5,4,0,187.96,182.88,Switch,0.27,21,1.53,36,0,0,50,0,win
17,6,0,182.88,180.34,Orthodox,1.98,21,10.27,45,0,0,0,0,win
8,3,0,170.18,182.88,Orthodox,0,0,0,0,0,0,0,0,win
6,5,0,162.56,167.64,Orthodox,5.02,45,4.84,60,0,0,50,0,loss
6,3,0,177.8,182.88,Orthodox,2.11,46,3.16,48,0,0,25,0,win
11,3,0,177.8,182.88,Orthodox,1.4,37,1.87,41,2,33,62,0,loss
3,6,0,178.2343247,182.88,Orthodox,2,29,8,51,11.25,50,0,0,win
13,7,0,182.88,182.88,Orthodox,2.22,29,2.22,57,0,0,0,0,win
3,12,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
34,13,0,193.04,182.88,Switch,4.43,27,9.93,46,0,0,0,0,win
6,2,0,172.72,182.88,Orthodox,0.8,63,1,21,0,0,22,0,win
5,0,0,190.5,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
18,9,4,180.34,182.88,Orthodox,0.6,16,3.93,39,0,0,6,0,win
7,2,1,175.26,177.8,Southpaw,9.87,41,11.4,54,0,0,100,0,win
1,4,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
29,20,2,185.42,182.88,Orthodox,0.34,26,3.65,44,0,0,42,0,win
12,3,1,193.04,198.12,Orthodox,1.55,48,7.09,26,0,0,25,0,win
27,12,0,190.5,200.66,Orthodox,2.43,50,2.48,40,0.53,26,53,0,loss
2,1,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
14,8,1,182.88,182.88,Orthodox,1.33,42,2.67,28,0,0,44,0,win
0,1,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
21,12,1,175.26,177.8,Southpaw,2.47,39,3.53,62,0,0,76,0,win
14,5,0,190.5,203.2,Southpaw,2.64,61,4.66,11,0,0,100,0,win
5,5,0,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
10,4,0,180.34,182.88,Southpaw,2.93,52,1.4,26,0,0,50,0,win
4,2,0,162.56,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
4,6,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
1,0,0,167.64,182.88,Orthodox,0,0,0,0,0,0,0,0,win
1,2,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
18,6,1,182.88,182.88,Orthodox,1.55,44,2.36,47,0,0,42,0,loss
5,1,0,154.94,152.4,Orthodox,0,0,1.5,62,0,0,0,0,win
9,1,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
26,33,2,182.88,182.88,Southpaw,2.11,38,2.2,54,0.88,28,44,0,draw
49,14,2,167.64,182.88,Orthodox,1.85,25,4.27,59,0,0,66,0,draw
4,6,0,182.88,182.88,Southpaw,0.53,33,1.06,33,0,0,50,0,loss
1,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
2,2,0,193.04,182.88,Southpaw,1.03,33,4.91,38,0,0,25,0,win
1,3,0,172.72,182.88,Orthodox,0,0,7.46,37,4.86,100,0,0,draw
17,7,0,170.18,175.26,Orthodox,1.53,31,1.85,61,0,0,50,0,win
12,5,0,172.72,182.88,Orthodox,1.12,45,3.35,56,0,0,20,0,win
6,6,0,187.96,195.58,Orthodox,1.36,19,3.61,53,0,0,0,0,win
9,6,0,185.42,190.5,Southpaw,5.83,50,5.46,35,1.11,50,85,0,win
26,19,1,195.58,182.88,Orthodox,2.8,35,4.33,35,0,0,100,0,win
4,2,0,177.8,182.88,Switch,0,0,0,0,0,0,0,0,loss
5,1,0,190.5,200.66,Orthodox,3.45,43,5.79,38,0,0,0,0,win
7,2,1,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,1,0,170.18,182.88,Orthodox,0,0,0,0,0,0,0,0,win
4,3,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
1,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
15,5,0,182.88,187.96,Orthodox,4.65,44,2.91,58,0,0,50,0,win
22,8,3,190.5,182.88,Orthodox,3.16,61,2.84,41,2.4,36,62,0,win
16,7,0,152.4,182.88,Orthodox,4.07,41,4,47,1.07,12,62,0,win
7,3,1,170.18,177.8,Orthodox,0.89,44,2.98,43,0,0,0,0,win
20,8,0,187.96,182.88,Orthodox,3.77,46,4.78,57,0.94,100,0,0,win
8,0,0,187.96,187.96,Orthodox,4.56,75,1.27,28,0,0,0,0,draw
16,0,0,182.88,200.66,Orthodox,5.28,46,3.6,52,1.24,41,91,0,win
11,4,0,172.72,182.88,Orthodox,4.74,54,5.95,33,0,0,83,0,win
7,7,0,170.18,182.88,Southpaw,1.82,42,12.12,60,0,0,0,0,win
3,1,0,170.18,185.42,Orthodox,6.01,39,2.72,73,6.44,60,0,0,win
7,0,0,170.18,170.18,Orthodox,4.07,66,1.67,67,1,100,100,0,win
3,1,0,190.5,195.58,Southpaw,3.85,37,6.17,50,0,0,0,0,win
13,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
12,7,0,175.26,182.88,Orthodox,2.19,26,5.9,45,0,0,40,0,win
11,2,0,187.96,200.66,Orthodox,2.92,40,3.96,52,1.26,18,0,0,win
11,6,0,185.42,193.04,Switch,3.29,36,2.66,60,0.61,100,66,0,draw
3,2,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
9,3,0,177.8,177.8,Southpaw,3.23,42,4.27,52,3.66,44,50,0,win
17,17,0,170.18,182.88,Orthodox,1.97,28,5.07,55,0.44,20,85,0,win
12,16,11,167.64,182.88,Orthodox,3.3,32,2.2,63,1.5,100,0,0,win
13,4,0,193.04,195.58,Orthodox,3.97,53,3.3,54,0,0,28,0,win
11,2,0,190.5,182.88,Southpaw,1.27,58,5.47,31,1.91,20,0,0,win
4,2,0,190.5,182.88,Southpaw,2.75,34,7.25,40,0,0,100,0,win
32,10,2,190.5,198.12,Orthodox,3.26,52,2.27,58,0.21,16,66,0,win
22,10,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
23,8,0,177.8,185.42,Southpaw,3.7,46,2.51,69,1.62,50,75,0,win
14,2,1,187.96,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
9,2,0,170.18,175.26,Orthodox,6.57,55,8.76,47,0,0,0,0,win
8,5,0,190.5,182.88,Southpaw,0,0,0,0,0,0,0,0,win
0,2,0,165.1,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,3,0,180.34,182.88,Orthodox,2.99,64,2.31,52,6.11,60,0,0,win
4,2,0,160.02,162.56,Southpaw,2.18,30,2.18,63,2.72,33,0,0,win
24,8,0,180.34,182.88,Orthodox,2.28,35,5.52,45,2.51,33,0,0,loss
8,2,0,185.42,198.12,Southpaw,3.37,59,2.57,57,0.96,66,36,0,win
13,6,0,182.88,193.04,Orthodox,2.9,51,3.57,44,1.12,27,50,0,loss
11,12,1,185.42,182.88,Southpaw,0.69,67,3.2,29,0,0,20,0,loss
28,6,1,185.42,187.96,Orthodox,3.41,41,2.37,60,0.76,28,61,0,loss
11,16,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
9,11,0,172.72,182.88,Orthodox,0.81,33,1.9,48,1.36,100,0,0,loss
1,13,0,193.04,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
17,5,2,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
2,2,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,5,0,180.34,187.96,Southpaw,5.8,63,4.75,42,0,0,100,0,win
6,1,0,185.42,182.88,Orthodox,2.33,52,0.91,41,0,0,36,0,win
9,3,0,175.26,175.26,Orthodox,4.65,44,4.89,60,0,0,66,0,win
17,5,0,175.26,182.88,Orthodox,0.79,25,2.75,45,0.79,100,50,0,win
11,2,0,175.26,182.88,Orthodox,1.6,62,7.06,35,0,0,50,0,win
19,10,0,177.8,182.88,Southpaw,3.53,26,7.07,43,1,11,0,0,loss
10,6,0,187.96,182.88,Orthodox,0.5,62,6.95,27,0,0,0,0,win
4,1,0,178.2343247,182.88,Orthodox,1.33,52,1.82,55,1.05,33,37,0,win
0,1,0,177.8,182.88,Orthodox,0.63,33,17.05,32,0,0,0,0,loss
13,4,0,167.64,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
10,7,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
1,4,0,177.8,182.88,Orthodox,1.56,20,2.08,75,0,0,0,0,win
19,12,0,182.88,182.88,Orthodox,3.61,54,3.46,47,1.13,100,0,0,loss
14,2,0,170.18,170.18,Orthodox,1.67,32,4.07,33,0,0,0,0,win
10,4,1,203.2,182.88,Orthodox,2.86,37,2.39,53,0,0,0,0,win
3,4,0,175.26,182.88,Orthodox,3.9,55,7.79,37,11.69,100,0,0,win
38,18,0,185.42,182.88,Southpaw,2.2,60,1.47,56,0,0,25,0,win
7,4,0,170.18,182.88,Orthodox,6.33,51,5.93,57,0,0,42,0,draw
7,1,0,180.34,182.88,Orthodox,1.47,48,3.27,60,0,0,0,0,win
7,6,0,195.58,182.88,Orthodox,7.73,45,6.82,49,0,0,50,0,win
1,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
5,1,0,178.2343247,182.88,Orthodox,5.45,62,7.64,61,0,0,0,0,win
2,1,0,172.72,175.26,Orthodox,1.73,53,5.27,34,0,0,63,0,draw
8,1,0,177.8,185.42,Orthodox,11.57,53,4.34,62,0,0,0,0,loss
13,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
2,2,0,185.42,182.88,Orthodox,0,0,8.22,31,0,0,100,0,win
1,4,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,1,0,185.42,182.88,Orthodox,0.59,50,6.9,12,0,0,0,0,draw
8,3,0,172.72,177.8,Orthodox,6.14,42,6.38,40,3.54,25,0,0,win
6,4,0,198.12,182.88,Orthodox,4.59,26,12.79,41,0,0,0,0,win
3,3,0,172.72,182.88,Orthodox,2.09,14,6.69,36,0,0,50,0,win
18,4,0,190.5,182.88,Orthodox,1.48,28,2.09,51,1.36,20,33,0,win
5,1,0,195.58,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
4,1,0,185.42,187.96,Orthodox,5.87,50,9.8,24,1,100,50,0,win
11,7,1,162.56,182.88,Orthodox,0,0,0,0,0,0,0,0,win
1,1,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
2,1,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
18,17,1,182.88,182.88,Orthodox,1.16,21,4.63,57,0,0,0,0,win
15,3,0,185.42,182.88,Orthodox,1.27,48,3.93,40,1,10,0,0,win
1,2,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
7,4,0,167.64,177.8,Orthodox,0.79,21,1.92,74,0,0,50,0,win
11,7,0,177.8,182.88,Orthodox,0,0,0,100,7.32,100,0,0,win
1,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
4,3,0,190.5,182.88,Southpaw,2.74,60,2.13,41,0,0,0,0,win
13,5,0,182.88,182.88,Orthodox,1.89,50,1.89,70,2.84,100,0,0,draw
2,3,0,170.18,182.88,Orthodox,0,0,0,0,0,0,0,0,win
10,1,0,187.96,185.42,Orthodox,1.12,45,4.49,42,10.11,60,0,0,win
3,3,0,160.02,182.88,Orthodox,2.6,36,5.29,38,1.86,14,50,0,loss
4,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,4,0,172.72,182.88,Orthodox,3.27,42,4.47,36,4,30,33,0,win
3,4,0,180.34,182.88,Orthodox,0,0,0,0,0,0,0,0,win
10,1,0,193.04,198.12,Orthodox,6.97,50,4.06,52,0,0,60,0,win
17,9,0,172.72,180.34,Orthodox,4.02,32,6.07,50,0.5,22,44,0,win
12,5,0,185.42,182.88,Orthodox,2.97,46,4.42,37,0.78,100,100,0,win
22,11,3,175.26,182.88,Orthodox,1.8,50,1.2,63,0,0,60,0,loss
9,5,0,185.42,180.34,Orthodox,3.31,34,3.73,54,0.83,26,48,0,win
10,4,0,180.34,177.8,Switch,8.1,66,6.02,50,0,0,0,0,win
0,1,0,187.96,182.88,Orthodox,0.71,14,0,100,0,0,0,0,loss
5,3,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
8,1,0,180.34,182.88,Orthodox,2.4,27,4.8,46,0,0,100,0,win
6,13,0,185.42,182.88,Southpaw,0,0,0,0,0,0,0,0,win
27,15,1,175.26,182.88,Southpaw,6.21,40,3.79,59,0,0,0,0,win
22,5,0,170.18,177.8,Southpaw,4.84,43,4.93,61,0.17,14,75,0,win
15,6,1,162.56,182.88,Orthodox,2.84,26,6.56,61,0,0,0,0,win
15,3,0,185.42,185.42,Orthodox,3.46,46,2.66,56,0,0,66,0,win
14,12,0,178.2343247,182.88,Orthodox,2.69,14,5.37,50,0,0,0,0,win
4,2,0,177.8,182.88,Switch,2.6,68,6.73,25,4,26,100,0,win
5,2,0,165.1,182.88,Orthodox,6.23,31,7.77,55,0,0,0,0,win
3,1,0,187.96,198.12,Switch,0,0,1.94,33,0,0,0,0,win
11,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,8,0,165.1,165.1,Orthodox,3.48,30,6.13,59,0,0,71,0,win
1,0,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
20,16,0,172.72,175.26,Orthodox,3.68,40,4.09,62,0.74,35,75,0,win
18,2,0,190.5,213.36,Southpaw,8.21,48,4.61,55,0,0,75,0,win
0,1,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,2,0,172.72,175.26,Southpaw,3.49,39,1.66,67,1.66,66,100,0,win
25,6,1,187.96,198.12,Orthodox,3.73,42,5.36,54,0.61,50,100,0,win
17,8,0,170.18,180.34,Orthodox,3.06,44,3.34,69,1.26,33,100,0,win
14,3,1,167.64,182.88,Southpaw,0.9,26,2.24,65,0,0,30,0,win
11,3,0,185.42,182.88,Orthodox,2,53,4.73,31,2,22,0,0,win
13,7,0,182.88,187.96,Orthodox,3.32,39,3.44,61,1.46,39,83,0,win
10,8,0,185.42,182.88,Orthodox,0,0,3.33,75,0,0,0,0,win
9,5,0,178.2343247,182.88,Orthodox,2.27,32,4.33,45,0,0,77,0,win
3,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
4,2,0,172.72,182.88,Orthodox,0,0,0.67,75,0,0,66,0,win
10,7,1,175.26,167.64,Orthodox,7.56,40,8.41,51,0,0,62,0,win
18,4,2,165.1,182.88,Orthodox,1.37,30,9.16,35,0,0,0,0,win
8,3,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
5,2,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
9,5,0,177.8,182.88,Orthodox,0.71,27,2.03,25,1.52,40,58,0,win
7,4,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
3,1,0,185.42,182.88,Orthodox,3.53,16,49.41,22,0,0,0,0,win
18,13,0,167.64,182.88,Orthodox,1.21,66,0.61,0,0,0,0,0,win
11,3,0,172.72,175.26,Orthodox,5.25,64,3.34,61,4.77,40,100,0,win
7,5,0,182.88,185.42,Orthodox,2.79,44,2.06,64,2.29,36,66,0,win
9,5,0,165.1,170.18,Southpaw,4.47,59,3.23,66,2.72,85,74,0,win
15,7,0,172.72,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
11,7,0,175.26,177.8,Orthodox,4.17,37,4.24,53,0.14,25,64,0,win
15,6,2,185.42,182.88,Orthodox,1.54,33,5.13,60,0,0,0,0,draw
2,2,0,180.34,182.88,Southpaw,0,0,0,0,0,0,0,0,loss
22,6,0,185.42,198.12,Orthodox,1.66,39,1.91,56,2.55,32,43,0,win
0,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
0,3,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
7,4,0,175.26,182.88,Orthodox,2.99,52,8.28,59,0,0,0,0,win
13,3,0,167.64,172.72,Orthodox,2.55,45,3.76,42,0.67,20,0,0,win
14,2,1,187.96,193.04,Orthodox,3.29,47,0.82,78,5.84,56,100,0,win
11,6,0,182.88,187.96,Orthodox,3.48,38,3.02,47,0.87,54,69,0,win
5,3,0,195.58,203.2,Orthodox,7.09,55,4.06,34,0.91,66,57,0,win
14,5,0,180.34,182.88,Orthodox,2.32,60,3.17,43,1.16,50,40,0,win
8,1,0,165.1,165.1,Orthodox,4.27,39,6.2,38,0,0,64,0,loss
11,4,0,170.18,172.72,Switch,2.47,31,3.93,58,0,0,62,0,win
8,7,0,180.34,182.88,Orthodox,5.11,52,4.96,51,0,0,100,0,win
0,1,0,175.26,182.88,Orthodox,0,0,2.41,27,0,0,0,0,win
9,3,0,180.34,190.5,Orthodox,4.92,54,3.96,65,1.85,45,78,0,win
15,6,0,190.5,198.12,Switch,3.28,41,3.87,50,0,0,71,0,win
11,3,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
20,6,0,175.26,172.72,Orthodox,5.39,57,3.4,57,1.95,40,62,0,win
12,3,0,182.88,182.88,Orthodox,0.78,42,1.57,40,0,0,33,0,win
0,1,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,7,0,187.96,182.88,Orthodox,5.74,34,1.91,67,0,0,0,0,win
5,2,0,172.72,182.88,Orthodox,1.82,45,2.08,62,0,0,0,0,win
6,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
12,0,1,180.34,182.88,Orthodox,1.27,20,2.2,52,0,0,44,0,win
6,4,0,157.48,182.88,Orthodox,0,0,0,0,0,0,0,0,win
1,0,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
7,3,0,185.42,185.42,Orthodox,5.93,56,9.42,53,0,0,0,0,win
8,5,0,172.72,170.18,Orthodox,2.9,58,2.8,54,0.85,57,76,0,win
0,1,0,170.18,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,3,0,182.88,185.42,Orthodox,0.31,27,5.34,23,0,0,25,0,win
6,0,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,draw
6,3,0,175.26,182.88,Orthodox,1.33,27,3.33,60,1.5,50,50,0,win
11,5,0,160.02,165.1,Orthodox,4.26,32,4.04,61,0,0,30,0,win
2,2,0,172.72,182.88,Orthodox,1.94,31,8.71,35,0,0,50,0,win
23,12,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
10,3,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
11,10,0,190.5,182.88,Orthodox,1.31,31,3.2,38,1.09,33,40,0,loss
9,4,0,180.34,182.88,Southpaw,3.96,45,4.55,48,0.79,40,33,0,win
0,1,0,167.64,182.88,Orthodox,0,0,0,0,0,0,0,0,win
15,8,0,187.96,187.96,Orthodox,3.45,43,3.3,43,1.13,26,42,0,win
1,3,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
3,1,0,175.26,182.88,Orthodox,0.8,70,1.2,28,1,8,0,0,win
18,9,1,182.88,182.88,Orthodox,1.13,34,2.54,37,0,0,33,0,win
6,1,0,187.96,177.8,Southpaw,0,0,1.52,0,0,0,0,0,loss
11,7,0,180.34,182.88,Orthodox,1.75,32,2.51,36,3.43,42,0,0,win
12,2,0,175.26,175.26,Orthodox,2.27,38,4.22,40,0,0,0,0,draw
10,5,0,180.34,182.88,Orthodox,2.48,41,2.53,64,0,0,64,0,win
0,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
14,10,0,175.26,182.88,Orthodox,0,0,0,0,0,0,0,0,win
1,1,0,178.2343247,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,10,0,185.42,182.88,Orthodox,0,0,0,0,0,0,0,0,win
4,5,1,177.8,182.88,Orthodox,1.28,35,7,41,0,0,0,0,win
11,0,0,177.8,182.88,Orthodox,0,0,0,0,0,0,0,0,win
21,6,1,167.64,162.56,Orthodox,4.39,47,3.63,62,2.34,39,76,0,win
10,6,0,172.72,182.88,Orthodox,0,0,0,0,0,0,0,0,loss
8,2,0,175.26,185.42,Southpaw,4.69,43,3.53,55,0.94,33,77,0,loss
9,7,0,182.88,182.88,Switch,0,0,0,0,0,0,0,0,win
3,2,0,182.88,182.88,Orthodox,0,0,0,0,0,0,0,0,win
13,15,1,193.04,182.88,Orthodox,5.5,68,3.33,50,0,0,33,0,win
3,4,0,172.72,182.88,Orthodox,0,0,0,0,0,0,0,0,win
